timestamp,/sys/class/thermal/thermal_zone0/temp,/sys/devices/system/cpu/cpu0/cpufreq/cpuinfo_cur_freq,/sys/devices/platform/cpu-throttle-alert/thermal_trip_event,/sys/class/thermal/thermal_zone1/temp,/sys/class/devfreq/17000000.gpu/cur_freq,/sys/devices/platform/gpu-throttle-alert/thermal_trip_event
2025-09-29T14:19:44+09:00,49250,729600,0,46750,1300500000,0
2025-09-29T14:19:54+09:00,49406,1420800,0,46687,1300500000,0
2025-09-29T14:20:04+09:00,49531,729600,0,46812,1300500000,0
2025-09-29T14:20:14+09:00,49656,1420800,0,46875,1300500000,0
2025-09-29T14:20:24+09:00,49781,729600,0,46843,1300500000,0
2025-09-29T14:20:34+09:00,49812,729600,0,46875,1300500000,0
2025-09-29T14:20:44+09:00,49875,1420800,0,47093,1300500000,0
2025-09-29T14:20:54+09:00,50062,1420800,0,47187,1300500000,0
2025-09-29T14:21:04+09:00,50031,1420800,0,47187,1300500000,0
2025-09-29T14:21:14+09:00,50125,1420800,0,47281,1300500000,0
2025-09-29T14:21:24+09:00,50093,1420800,0,47250,1300500000,0
2025-09-29T14:21:34+09:00,50250,1420800,0,47375,1300500000,0
2025-09-29T14:21:44+09:00,50281,1420800,0,47531,1300500000,0
2025-09-29T14:21:54+09:00,50593,1420800,0,47593,1300500000,0
2025-09-29T14:22:04+09:00,50593,1420800,0,47625,1300500000,0
2025-09-29T14:22:14+09:00,50625,729600,0,47593,1300500000,0
2025-09-29T14:22:24+09:00,50906,1420800,0,47843,1300500000,0
2025-09-29T14:22:34+09:00,50968,1420800,0,47812,1300500000,0
2025-09-29T14:22:44+09:00,51031,1420800,0,47781,1300500000,0
2025-09-29T14:22:54+09:00,50781,729600,0,47875,1300500000,0
2025-09-29T14:23:04+09:00,50843,1420800,0,47906,1300500000,0
2025-09-29T14:23:14+09:00,50906,729600,0,47875,1300500000,0
2025-09-29T14:23:24+09:00,51031,1420800,0,48250,1300500000,0
2025-09-29T14:23:34+09:00,51062,1420800,0,48343,1300500000,0
2025-09-29T14:23:44+09:00,51281,1420800,0,48187,1300500000,0
2025-09-29T14:23:54+09:00,51468,729600,0,48187,1300500000,0
2025-09-29T14:24:04+09:00,51187,1420800,0,48281,1300500000,0
2025-09-29T14:24:14+09:00,51437,1420800,0,48406,1300500000,0
2025-09-29T14:24:24+09:00,51656,1420800,0,48562,1300500000,0
2025-09-29T14:24:34+09:00,51750,729600,0,48625,1300500000,0
2025-09-29T14:24:44+09:00,51562,1420800,0,48906,1300500000,0
2025-09-29T14:24:54+09:00,51593,1420800,0,48906,1300500000,0
2025-09-29T14:25:04+09:00,51906,729600,0,48781,1300500000,0
2025-09-29T14:25:14+09:00,51687,729600,0,48843,1300500000,0
2025-09-29T14:25:24+09:00,51843,729600,0,49062,1300500000,0
2025-09-29T14:25:34+09:00,51937,729600,0,49250,1300500000,0
2025-09-29T14:25:44+09:00,52062,729600,0,49312,1300500000,0
2025-09-29T14:25:54+09:00,52125,729600,0,49406,1300500000,0
2025-09-29T14:26:04+09:00,52343,1420800,0,49187,1300500000,0
2025-09-29T14:26:14+09:00,52250,729600,0,49218,1300500000,0
2025-09-29T14:26:24+09:00,52343,729600,0,49250,1300500000,0
2025-09-29T14:26:34+09:00,52500,729600,0,49281,1300500000,0
